scorer,DeepCut_resnet50_hydratrackingMar12shuffle1_30000,DeepCut_resnet50_hydratrackingMar12shuffle1_30000,DeepCut_resnet50_hydratrackingMar12shuffle1_30000,DeepCut_resnet50_hydratrackingMar12shuffle1_30000,DeepCut_resnet50_hydratrackingMar12shuffle1_30000,DeepCut_resnet50_hydratrackingMar12shuffle1_30000
209,780.5553585290909,755.677863329649,0.9992462396621704,484.91279697418213,478.6093420982361,0.9998511075973511
210,783.5097966194153,755.5005728006363,0.9995591044425964,485.45751655101776,477.6675057411194,0.9997970461845398
211,786.1143050193787,755.1875386238098,0.9998087286949158,486.57494163513184,476.20735692977905,0.9995787739753723
212,788.5923976898193,754.9006615877151,0.9998502731323242,487.60287141799927,475.64824640750885,0.9993858337402344
213,790.7339556217194,754.9210928678513,0.9997881054878235,488.67593240737915,474.0379550457001,0.9991791844367981
214,792.5771889686584,754.2591811418533,0.9997119307518005,488.39457511901855,473.25778579711914,0.9987208247184753
215,793.4290974140167,756.1627858579159,0.9996237754821777,488.66670513153076,472.87151527404785,0.9987481832504272
216,795.7383642196655,756.7460774183273,0.9996070265769958,490.7843508720398,472.0300450325012,0.9991142153739929
217,797.3763233423233,757.2110520601273,0.9995375871658325,491.95137510821223,471.23825788497925,0.9993540644645691
218,799.5676884651184,756.610895216465,0.9997127652168274,492.0612237639725,470.3287229537964,0.9993939399719238
219,801.0998194217682,757.3250956535339,0.9997367262840271,492.7577612400055,469.5741219520569,0.9994939565658569
220,802.7556486129761,757.559029340744,0.9997077584266663,491.62186071276665,469.20696246623993,0.9995633959770203
221,803.3937603235245,758.073888540268,0.9996628761291504,491.8608207702637,467.7985943853855,0.9996901750564575
222,805.2755306959152,759.9630613327026,0.9995743632316589,492.235473126173,468.06354589760303,0.9996330738067627
223,805.7505261898041,760.7124078273773,0.999517560005188,491.9022092819214,466.65843880176544,0.9997132420539856
224,807.3642766475677,760.6807355880737,0.9993403553962708,492.91098165512085,465.96656107902527,0.9998049139976501
225,808.1590070724487,761.4177670478821,0.9991434812545776,492.25766134262085,465.34245109558105,0.9997163414955139
226,809.6417045593262,761.5199937820435,0.9986860156059265,493.78007555007935,463.9165496826172,0.9997389912605286
227,809.9719324111938,762.3959883451462,0.9987484216690063,495.47286653518677,462.6493067741394,0.9997742772102356
228,809.3588337898254,763.2056140899658,0.9990794658660889,496.87811827659607,461.8103709220886,0.999715268611908
229,810.8456158638,763.749834060669,0.999422550201416,497.1530647277832,460.9898838996887,0.9995867609977722
230,811.9357630312443,763.4982223510742,0.9992936849594116,497.673544883728,460.08422316610813,0.9994725584983826
231,815.5509877204895,764.4779192507267,0.9993255138397217,498.19737207889557,459.4500389099121,0.9995577931404114
232,816.4830439090729,764.526437997818,0.9994674324989319,498.71754562854767,459.1157657504082,0.9995904564857483
233,816.1242227554321,764.193696975708,0.9997132420539856,499.05802744627,458.5591639280319,0.999573290348053
234,816.745902299881,764.2323665618896,0.9997593760490417,498.9716399908066,457.8450381755829,0.9995790123939514
235,817.0208795070648,764.9926242828369,0.9998553991317749,499.8172248452902,457.67637181282043,0.9994931221008301
236,817.5401012897491,765.6361231803894,0.9999111890792847,498.4600372314453,457.972448348999,0.999496340751648
237,818.5173692703247,766.031355381012,0.9999363422393799,498.4522089958191,457.0177974700928,0.9996938705444336
238,819.9440764337778,766.0759963989258,0.9999338388442993,497.8338780403137,456.85397577285767,0.9997071623802185
239,820.6144381761551,766.6251964569092,0.9999351501464844,498.68566358089447,456.0466375350952,0.999786913394928
240,820.9113671779633,766.789192199707,0.9999451637268066,498.32973635196686,455.8868627548218,0.9998227953910828
241,822.4944930076599,767.287148475647,0.9999344348907471,499.2612030506134,455.37000799179077,0.9997877478599548
242,823.3279449939728,767.5538349151611,0.9999089241027832,500.6090770959854,454.12203669548035,0.9998058676719666
243,823.5416462421417,768.0801181793213,0.9998852014541626,501.09353613853455,453.2790014743805,0.9998063445091248
244,824.6182584762573,768.7423858642578,0.9997875094413757,502.9324219226837,451.98032506369054,0.9997740387916565
245,825.0852093696594,769.1126828193665,0.999736487865448,501.89777159690857,451.3495960831642,0.9998171925544739
246,825.292444229126,770.3299732208252,0.999680757522583,505.20160722732544,450.1218857765198,0.9996455907821655
247,826.0287054777145,771.051556289196,0.9996669292449951,505.87079429626465,449.2305612564087,0.9995170831680298
248,827.0964994430542,770.8894964456558,0.9996922016143799,508.9672827720642,447.3351106643677,0.9994795918464661
249,828.2634523510933,770.9956206083298,0.9997101426124573,509.1144576072693,446.8765525817871,0.9992222785949707
250,828.9495481848717,770.6946058273315,0.9997157454490662,510.09957695007324,446.0643482208252,0.999437153339386
251,830.344078540802,770.1258754730225,0.9998387098312378,509.7836232185364,445.6367139816284,0.9994029998779297
252,831.5390868186951,769.9782750606537,0.9999008178710938,510.1985082626343,445.1367754936218,0.9993094205856323
253,832.8402931690216,769.9906675815582,0.9999144077301025,511.0592579841614,444.55464458465576,0.9992546439170837
254,834.7120336294174,769.7330226898193,0.9999257326126099,511.7065739631653,444.6130185723305,0.9992592930793762
255,835.5778196752071,769.4522035121918,0.9999315738677979,512.7039043903351,444.19006752967834,0.9993864297866821
256,836.3633009791374,770.0742934942245,0.9999287128448486,513.2017543315887,443.7790102958679,0.9994277358055115
257,837.6904728412628,770.2023420333862,0.9999071359634399,513.2620680332184,443.31905019283295,0.9995483756065369
258,837.7743180990219,770.3656970262527,0.9998828172683716,513.3996822834015,442.75153481960297,0.9994737505912781
259,838.785083770752,770.3325325250626,0.9998477697372437,513.0469102859497,442.43408036231995,0.9994187355041504
260,839.59645652771,770.2444523572922,0.9998313188552856,513.9029655456543,441.94355845451355,0.9994243383407593
261,840.6685042381287,770.0398573875427,0.9997617602348328,514.5556584596634,441.74788093566895,0.9994910955429077
262,841.5004358291626,770.5418384075165,0.999588668346405,514.7814301252365,441.27897596359253,0.9994238615036011
263,841.5319027900696,770.713094830513,0.9995843768119812,514.7391721010208,440.9080855846405,0.9991782307624817
264,841.8279156684875,771.7161965072155,0.9995143413543701,515.1863238215446,440.6019628047943,0.9993133544921875
265,842.3747009038925,771.5973766744137,0.9995498061180115,515.4190783500671,440.6233263015747,0.9990624785423279
266,842.8578938245773,772.2410592734814,0.9995090961456299,514.6754363775253,440.43214535713196,0.9989940524101257
267,843.6592884361744,770.9054180383682,0.9995573163032532,514.9581233263016,440.22262835502625,0.9986752867698669
268,844.0594672635198,771.0760083198547,0.9994895458221436,515.5182043612003,439.86830472946167,0.999122679233551
269,844.7374343276024,770.5641598701477,0.9995633959770203,515.751651853323,439.8496603965759,0.9988940358161926
270,846.2764072418213,769.0922355651855,0.9996914863586426,516.9303467869759,439.6274428367615,0.9990882873535156
271,847.0647368431091,769.3242688179016,0.9998201727867126,515.0908599495888,441.6798176765442,0.9989173412322998
272,847.6587800979614,769.0486724376678,0.9998716115951538,515.0480042695999,441.6292476654053,0.9990513920783997
273,848.5196599960327,768.9303295612335,0.9998904466629028,515.1263856887817,441.51201248168945,0.9991538524627686
274,849.3703908920288,768.6688055992126,0.9999010562896729,514.5143517255783,441.49759244918823,0.9991004467010498
275,850.7395875453949,768.7534832954407,0.9999083280563354,514.8175714015961,441.18300676345825,0.9993807077407837
276,851.2885877490044,768.8912975788116,0.9999097585678101,514.6962132453918,441.15895080566406,0.9993897676467896
277,852.5005976557732,769.1242949962616,0.9999051094055176,514.2697234153748,441.19799041748047,0.99918133020401
278,853.2768092155457,768.982266664505,0.9998985528945923,514.8288866281509,441.02728843688965,0.999268114566803
279,853.9422155618668,768.7955136299133,0.9998915195465088,514.4361165761948,441.0237717628479,0.9991788268089294
280,854.8694758415222,768.852835893631,0.9998739957809448,515.3006755113602,440.791925907135,0.9993541836738586
281,855.4585196971893,768.3271350860596,0.99985671043396,514.7841254472733,440.54789781570435,0.999259889125824
282,855.6979732513428,768.0465075969696,0.9998288154602051,515.3112915158272,440.2799301147461,0.9994639754295349
283,856.3279461860657,768.1093845367432,0.9997820258140564,515.0947216749191,440.1531834602356,0.9994732737541199
284,856.4209537506104,768.0678849220276,0.9997678399085999,515.0569016337395,440.26857328414917,0.9994382262229919
285,857.3932576179504,768.23628282547,0.9996426105499268,515.155742764473,440.1333990097046,0.9994308352470398
286,857.389856338501,769.0480909347534,0.9996562004089355,515.3397142291069,440.33387422561646,0.9993537068367004
287,857.7828724384308,769.1299436092377,0.9996598958969116,515.5572552680969,440.06077241897583,0.9993610978126526
288,858.4081676006317,769.4694466590881,0.9996770620346069,515.5809323191643,439.87328004837036,0.9993921518325806
289,859.001551091671,769.5723304748535,0.9996460676193237,515.2263983488083,439.82218503952026,0.9990478157997131
290,859.6820155084133,769.5062930583954,0.9996223449707031,515.8352454304695,439.5651822090149,0.9990326166152954
291,860.5609011054039,769.5828232765198,0.9995641112327576,515.6425949633121,439.45385336875916,0.9993196725845337
292,861.2793478965759,768.7319903373718,0.9996634721755981,515.2751961350441,439.6586802005768,0.9993329644203186
293,861.9535856246948,768.3589923381805,0.9997642636299133,515.5377879440784,439.52197265625,0.9990604519844055
294,862.7926588058472,768.201877117157,0.9998569488525391,515.2526205778122,439.22169160842896,0.9993008375167847
295,863.1783485412598,768.2963037490845,0.9998763799667358,515.5497361421585,439.7535846233368,0.9993448853492737
296,862.4104475975037,766.2150979042053,0.9997441172599792,516.1682776212692,441.1357250213623,0.9990699887275696
297,859.8017088621855,763.0414886474609,0.9987375140190125,517.6559221744537,441.5058557987213,0.9991127848625183
298,857.4516677856445,760.9031460285187,0.9977707862854004,517.6614226102829,443.5205860733986,0.9995330572128296
299,854.8119852542877,756.7605755925179,0.9996298551559448,515.0505703687668,445.7979302406311,0.9997634291648865
300,852.8382017016411,754.7421827316284,0.9999027252197266,514.8678719997406,447.4415636062622,0.9998464584350586
301,851.359262406826,753.2154812812805,0.9999287128448486,513.5010190010071,448.52939343452454,0.9998785257339478
302,848.190575838089,751.7773442268372,0.9999370574951172,512.5027937889099,449.77642798423767,0.9998542070388794
303,845.5723061561584,749.8643841743469,0.9996898174285889,511.0695881843567,451.7343663573265,0.9998220801353455
304,844.1301443874836,747.7187194824219,0.9992903470993042,510.37633657455444,453.4978793859482,0.9998502731323242
305,837.7405669689178,744.9438509941101,0.9994102716445923,507.74683475494385,457.8862247467041,0.9992584586143494
306,827.7911568284035,739.8983248919249,0.9996641874313354,504.9420428276062,466.02100348472595,0.9997419714927673
307,818.6759117841721,736.1289117336273,0.9999239444732666,503.8227860927582,473.4225957393646,0.9994497895240784
308,809.559508562088,733.3368682861328,0.9994868040084839,500.3749016523361,479.6269021034241,0.9999094009399414
309,801.0042948722839,726.6725692749023,0.999552309513092,500.4044452011585,485.82424211502075,0.9999220371246338
310,791.1731934547424,721.4222152233124,0.999850869178772,501.96908605098724,490.07896637916565,0.9997748732566833
311,781.5494403839111,719.072690486908,0.999680757522583,502.1461970806122,494.97739028930664,0.9998910427093506
312,773.8686747550964,715.6460674405098,0.999441921710968,500.0461803264916,501.04219102859497,0.9999434947967529
313,767.3434557914734,711.5765042304993,0.998417854309082,504.36918544769287,503.33215260505676,0.9997397065162659
314,759.3671219348907,708.3554033637047,0.9996353387832642,504.4994316101074,505.7494215965271,0.9993714690208435
315,752.8734743595123,705.886234998703,0.9998086094856262,506.9951527118683,506.2358708381653,0.9988590478897095
316,747.4534197449684,704.9130659103394,0.9994780421257019,508.077929019928,506.7044343948364,0.9989526271820068
317,741.889206290245,701.7482328414917,0.9994839429855347,509.9771728515625,506.9181842803955,0.9993683695793152
318,736.2286458015442,700.7867798805237,0.9985496401786804,511.2593455314636,507.18614333868027,0.9994819760322571
319,732.2518956661224,701.4546256065369,0.998259961605072,510.24214220046997,508.52202355861664,0.9994379878044128
320,728.8828825950623,699.7667940407991,0.9969958066940308,512.0949604511261,507.7044777274132,0.9995143413543701
321,724.2124848365784,699.4799578785896,0.9986733198165894,510.158802986145,508.64956998825073,0.9995898604393005
322,721.2300753593445,699.0263155698776,0.9988102912902832,511.9002494812012,508.63223028182983,0.999651312828064
323,718.6258840560913,697.8240947723389,0.9978175163269043,510.4032373428345,509.9537363052368,0.9997474551200867
324,715.4191418290138,696.7248458862305,0.9972291588783264,512.2883071899414,509.3411068916321,0.9997339844703674
325,712.4328227043152,695.6452922821045,0.9971529245376587,511.4445147514343,509.9193449020386,0.999738872051239
326,710.0452332496643,693.1909160614014,0.9992321729660034,512.0396633148193,509.8127951622009,0.9997922778129578
327,708.8516823649406,693.6037187576294,0.9996044039726257,512.3394238948822,509.46154260635376,0.9997802376747131
328,706.8131459951401,693.117507815361,0.9998043179512024,512.0275020599365,510.02411699295044,0.9998067021369934
329,705.6650130748749,692.3930567800999,0.9998462200164795,511.9272904396057,510.21467208862305,0.9998279809951782
330,704.1792287826538,692.4547446072102,0.9998114705085754,512.5866606235504,510.25189685821533,0.9998152852058411
331,701.9907531738281,692.6581456065178,0.9996700286865234,511.34217071533203,510.9086751937866,0.9998596906661987
332,699.5625542700291,692.470214754343,0.9995819926261902,511.41452074050903,511.228928565979,0.9998784065246582
333,697.9221320152283,691.9326618164778,0.9997028708457947,511.6702570915222,510.8336281776428,0.9998534917831421
334,696.1893730163574,691.6015740633011,0.9996556043624878,511.2510657310486,511.06468534469604,0.9998652935028076
335,695.5276124477386,690.7730885744095,0.9997144341468811,510.2621269226074,511.6642789840698,0.9998700618743896
336,694.6642038822174,690.5586022138596,0.9998397827148438,510.91727781295776,511.2336382865906,0.9998782873153687
337,694.3332879543304,690.2442134618759,0.9998856782913208,511.68539667129517,511.1167902946472,0.9998621940612793
338,693.6385624408722,690.2968522310257,0.999883770942688,511.5852355957031,510.7126431465149,0.9998513460159302
339,693.1038092374802,689.9195473194122,0.9999030828475952,510.8633975982666,510.9833288192749,0.9998829364776611
340,691.8747349977493,690.071741938591,0.9999158382415771,511.439914226532,511.23701000213623,0.9998244643211365
341,691.012893974781,689.7444550991058,0.9999198913574219,510.53422927856445,511.56750774383545,0.9998701810836792
342,689.7629523277283,690.0762042999268,0.9999065399169922,510.3128876686096,511.5964035987854,0.9998528957366943
343,689.1101140975952,689.4313089847565,0.9999014139175415,511.19776344299316,510.85710287094116,0.9998267292976379
344,688.0085089206696,689.9380638599396,0.9998868703842163,511.73046875,510.61256980895996,0.99982088804245
345,687.331983089447,689.6956653594971,0.9998854398727417,511.52159452438354,510.6855640411377,0.9998167157173157
346,686.6152267456055,689.308762550354,0.999871015548706,511.7230625152588,511.0036678314209,0.9998369216918945
347,685.5083875656128,689.4942514896393,0.9998051524162292,512.012659072876,510.3409729003906,0.9997115731239319
348,684.9053769111633,689.4953901767731,0.9997443556785583,511.4576497077942,511.3046383857727,0.9998700618743896
349,683.7141743898392,689.6871747970581,0.9997143149375916,511.5020613670349,511.3952965736389,0.9997710585594177
350,683.1899610757828,689.9552781581879,0.999724805355072,510.4020161628723,511.63604640960693,0.9998145699501038
351,682.7177802324295,689.6449654102325,0.9997709393501282,510.0647587776184,511.65151166915894,0.9997838139533997
352,682.0876033306122,689.2366533279419,0.9997679591178894,510.28237676620483,511.8713641166687,0.9998499155044556
353,681.6601502895355,689.119455575943,0.9997275471687317,510.5252356529236,511.7464380264282,0.9998052716255188
354,681.1811048984528,689.3865966796875,0.9997172951698303,508.72161197662354,513.1321985721588,0.9998167157173157
355,680.8081736564636,689.958352804184,0.9997019171714783,508.52569484710693,513.3771698474884,0.999835729598999
356,680.6559879779816,689.7123749256134,0.9996598958969116,509.10726165771484,513.5798964500427,0.9997671246528625
357,680.4206094741821,689.438313961029,0.9997400641441345,507.7938488125801,514.6057542562485,0.9996991157531738
358,680.8932547569275,687.6123390197754,0.9997281432151794,508.59919261932373,513.7972390651703,0.999751627445221
359,680.242965221405,687.2163815498352,0.9997696280479431,509.1164622306824,513.3151006698608,0.9998272061347961
360,679.8862011432648,687.1325702667236,0.9997716546058655,508.1295042037964,514.1187343597412,0.999744713306427
361,679.6277253627777,686.1438875198364,0.9997288584709167,508.35851287841797,513.8600692749023,0.9997687935829163
362,679.9419400691986,684.9163575172424,0.9997270703315735,508.52076292037964,513.5242967605591,0.9998518228530884
363,679.3849303722382,684.3902869224548,0.9997469782829285,508.29804944992065,513.973851442337,0.9997815489768982
364,679.5094568729401,683.8128843307495,0.9996988773345947,508.2336015701294,514.5138607025146,0.9997612833976746
365,679.400360584259,682.8076705932617,0.9993983507156372,508.2877793312073,514.3531124591827,0.9997808337211609
366,679.0124568939209,683.0329780578613,0.9994699358940125,506.9129295349121,514.6961560249329,0.9996620416641235
367,679.0365796089172,682.9463052749634,0.9995379447937012,507.7762419581413,514.8622215986252,0.9996448755264282
368,678.3285927772522,683.3418130278587,0.999136745929718,507.77195596694946,514.8328759670258,0.9997578263282776
369,678.5588438510895,682.5173004865646,0.9991602897644043,508.0016326904297,514.9689790010452,0.9997287392616272
370,678.6172103881836,682.5413123369217,0.9993330836296082,507.9761675707996,514.5868619680405,0.9997491240501404
371,679.4774343967438,681.3762464523315,0.9988223910331726,508.2873749732971,514.2702215909958,0.9998561143875122
372,679.7233281135559,680.8965365886688,0.9984473586082458,507.8051223754883,514.4408190250397,0.9997410178184509
373,679.7150785923004,680.4894263744354,0.9985617995262146,506.7597304582596,515.15909075737,0.9997226595878601
374,680.1530623435974,680.2126042842865,0.9983845949172974,508.02595558948815,514.5891535282135,0.999799907207489
375,680.0158185958862,679.9896988868713,0.998408854007721,507.96018041297793,514.2008081674576,0.9997847676277161
376,679.823805809021,680.6386969089508,0.9986592531204224,507.6722822189331,514.594676733017,0.9997990727424622
377,679.5060112476349,679.8169455528259,0.9984328150749207,508.4183068573475,514.543860077858,0.9997735619544983
378,679.3515155315399,679.5926327705383,0.998267412185669,508.05460891872644,514.1816940307617,0.9997863173484802
379,679.6312973499298,679.6413888931274,0.9983600974082947,508.1568867266178,514.2848343849182,0.9998218417167664
380,678.9858553409576,679.8189640045166,0.9986512064933777,506.9905308485031,515.2254964113235,0.9998034834861755
381,679.1447310447693,679.3233795166016,0.9982640147209167,506.7002055644989,515.0789468884468,0.9997397065162659
382,678.956386089325,679.8488883972168,0.9984741806983948,507.6281721293926,514.8235083818436,0.9997815489768982
383,679.9941024780273,677.4300056695938,0.9977772831916809,508.64426136016846,514.9113142490387,0.9998906850814819
384,678.1611802577972,676.8856025338173,0.999326229095459,509.22231578826904,515.241593837738,0.9999305009841919
385,676.478818833828,674.9015151262283,0.9997827410697937,509.6238007545471,515.9079784601927,0.9999310970306396
386,675.0836057662964,674.105299949646,0.9998383522033691,509.48560428619385,516.6142644286156,0.9999167919158936
387,673.4874289035797,673.8427832126617,0.999848484992981,510.32767963409424,516.4230029881,0.9999001026153564
388,671.6406083106995,673.3111259937286,0.9997938275337219,510.8962984085083,515.9579226747155,0.9999380111694336
389,669.0591337680817,672.3421716690063,0.999349057674408,510.8048634529114,516.0194874797016,0.9999133348464966
390,667.2689867019653,672.1607530117035,0.9993390440940857,512.2159328460693,515.5901085734367,0.9999370574951172
391,666.059912443161,672.0446486473083,0.9993564486503601,511.4746356010437,516.3719275295734,0.9999310970306396
392,665.5601358413696,671.9950242042542,0.9992350339889526,511.1872582435608,516.4212881028652,0.9999172687530518
393,665.0972628593445,671.2980613708496,0.9994602799415588,511.3822374343872,516.2504728734493,0.9999237060546875
394,663.4500405788422,671.2280802726746,0.9997486472129822,510.8546266555786,517.22352206707,0.9998836517333984
395,663.2659752368927,671.5178837776184,0.9997779726982117,512.3791601657867,515.5097542703152,0.9999344348907471
396,662.464608669281,671.530773639679,0.9998188614845276,511.80629539489746,516.0822907090187,0.9999356269836426
397,662.1527700424194,670.4943103790283,0.9997974038124084,511.6994605064392,516.2874565422535,0.9999407529830933
398,661.2104858160019,670.6053552627563,0.9998307228088379,511.0919909477234,516.6014305949211,0.9999169111251831
399,660.5369267463684,670.7793817520142,0.9998332262039185,511.03721714019775,516.3410670161247,0.99992835521698
400,659.4937539696693,670.4656238555908,0.9998466968536377,511.46701097488403,516.7508614659309,0.9999395608901978
401,659.2284815907478,670.9927463531494,0.9998723268508911,512.0263068675995,515.9167726561427,0.999948263168335
402,659.161431491375,670.4207096099854,0.9998226761817932,511.6391410827637,516.3926250040531,0.999947190284729
403,658.1162017583847,670.0585193634033,0.9998379945755005,511.4610333442688,516.1829346120358,0.9999451637268066
404,656.9189987182617,670.4224576950073,0.999813973903656,512.1797082424164,515.9644231311977,0.9999527931213379
405,656.7870600223541,670.3076066970825,0.9997420907020569,512.1214256286621,515.8138788342476,0.999953031539917
406,655.2804746627808,670.412112236023,0.9997757077217102,512.268758058548,515.7228640019894,0.9999457597732544
407,654.3323888778687,669.9743957519531,0.999626874923706,511.2551546096802,516.2725984156132,0.9999419450759888
408,654.0898470878601,669.0817551612854,0.9994683861732483,511.45888900756836,516.0520264208317,0.999921441078186
409,653.4059557914734,669.4959211349487,0.999512791633606,511.6443934440613,516.1854019314051,0.9999438524246216
410,652.0459628887475,670.4286799430847,0.9994995594024658,512.5495421886444,515.5217196047306,0.9999330043792725
411,650.750296831131,670.6640844345093,0.9995856881141663,511.26354932785034,516.3954225480556,0.9999421834945679
412,650.4027372598648,671.0837049484253,0.9996211528778076,512.577299118042,515.3299385309219,0.9999457597732544
413,650.6421015262604,670.7521886825562,0.999537467956543,512.3198795318604,515.7395609021187,0.9999479055404663
414,649.6529941558838,670.3194789886475,0.999563992023468,513.2861635684967,515.0081359148026,0.9999445676803589
415,648.6913552284241,670.2011399269104,0.9995430707931519,511.5271077156067,516.0719697400928,0.9999191761016846
416,647.4081058502197,670.2820525169373,0.999448835849762,511.9778633117676,515.9941296083853,0.9999407529830933
417,648.037011384964,669.961612701416,0.9993958473205566,512.8971252441406,515.3328063488007,0.9999446868896484
418,647.9518985748291,668.9697914123535,0.9990712404251099,513.5021476745605,514.8854782581329,0.999936580657959
419,647.715343952179,670.038423538208,0.9990763664245605,512.4833765029907,515.4844682216644,0.9999455213546753
420,646.8272662162781,669.133638381958,0.9987601041793823,513.1358058452606,514.530845284462,0.9999384880065918
421,646.9915268421173,669.2045222520828,0.9992362260818481,513.2225363254547,514.8554627895355,0.9999340772628784
